ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1.24514E+18,Plus dangereux que le virus corona. Vous pourriez finir par Godspeed autiste,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Oui je reçois cela, mais je sais que les gens qui étaient encore faire des mouvements en couronne était ici les 2 premières semaines",0,0,0,1,0,0,1,0,0,1
1.24514E+18,"StayAtHomeSa hier je parviens à regarder des films 6 qui est très difficile pour moi, mais je l'ai fait TheLockdown SANDFDeployment COVID19",1,0,0,0,0,0,0,0,0,1
1.24514E+18,Pourquoi est-ce que personne ne rapporte jamais sur le nombre de personnes qui ont récupéré de coronavirus?,0,0,0,0,0,1,1,1,0,0
1.24514E+18,Oh oui. Désolé j'ai mal compris votre tweet. Je pensais que vous interrogiez l'optique de l'utilisation du coronavirus hashtag haha. mon b,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Lmfao idk comment le faire yall ma sœur et mon meilleur ami heureux lol merde endroit nous est parti ensemble couronne atp,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"47 nouveaux cas confirmés de COVID19, 14 nouveaux cas probables - en prenant le total en Nouvelle-Zélande à 708. Dans de bonnes nouvelles, 82 personnes ont récupéré COVID19",0,0,1,0,0,0,0,0,1,0
1.24514E+18,Les faits que j'espère que cette couronne sur Bc alors son parti mon 21,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Defo Reckon coronavirus a été fabriqué par l'homme si wed tous être à la maison pour jouer pingouin club,0,0,0,0,0,0,0,0,0,1
1.24514E+18,400k abonnés grâce Y'all. HappyNewMontt COVID19 StayAtHome,1,1,0,0,0,0,0,0,0,0
1.24514E+18,"couronne fin mieux maintenant ou j'estranglera chaque personne (en particulier mon frère) dans cette maison, je ne peux pas survivre avec eux plus s'il vous plaît",0,0,0,0,0,0,1,0,0,0
1.24514E+18,Appel Corona Virus rona comme elle la petite fille le plus méchant de la 5ème année. coronavirusmemes 5G,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Je pense vraiment que j'avais Corona, thats la merde est venu et est allé. bien Atlease je pense.",0,0,0,0,1,0,0,1,0,1
1.24514E+18,Ce coronavirus aint va disparaître en tout temps La comté bientôt aussi longtemps que toutes ces entreprises sont encore ouvertes.,0,0,0,1,0,0,1,0,0,0
1.24514E+18,Le gouvernement devrait mieux se réveiller le matin et nous dire que ce coronavirus est quelque chose fou Avril. Je suis fatigue...,0,0,0,1,0,1,1,0,0,0
1.24514E+18,Hes un menteur fckn à propos coronavirus Promotion BS,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Écrivains déteste covid19 deux fois plus parce que maintenant ils ont aucune raison de ne pas terminer ce WIP.,0,0,0,0,0,0,1,0,0,1
1.24514E+18,La meilleure partie de coronavirus maintient définitivement les attaques de panique à la baie,1,1,0,0,0,1,0,0,0,1
1.24514E+18,Corona CA Mar 31 mars PM Prévisions: CE SOIR Partiellement nuageux Lo 50 Partiellement nuageux mercredi 73 Salut,0,0,0,0,0,0,0,0,1,1
1.24514E+18,Affichage convos texte plutôt ennuyeux sur Twitter coronavirus,0,0,0,0,0,1,0,0,0,0
1.24514E+18,"Est-ce que quelqu'un sait si la Russie, la Syrie ou la Corée du Nord a le virus de la couronne? Ne pas entendre quoi que ce soit au sujet de ces pays.",0,0,0,0,0,0,0,0,0,0
1.24514E+18,"Im peur d'acheter des mauvaises herbes, idk qui doigts rempli corona été ensachage ma merde.",0,0,0,0,1,0,0,0,0,1
1.24514E+18,Monsieur. atout vous devriez aller mains courantes lèchent à travers DC pour prouver que l'Amérique nest pas peur de COVID19,1,0,0,0,0,0,0,0,0,1
1.24514E+18,"Cuz de l'impeachment, il ne pouvait pas mâcher de la gomme et marcher en même temps, quand il est venu à la réponse covid19",0,0,0,0,0,0,1,0,0,1
1.24514E+18,pouvons-nous attendre à des pénuries alimentaires en raison du magasin de coronavirus peur des travailleurs de vente,0,0,0,0,1,0,1,0,0,0
1.24514E+18,Juste un lâche putain absolu. Hes disant qu'il wont sauver des vies à moins hes ordre de. Putain nazie. coronavirus,0,0,0,0,0,1,1,0,0,0
1.24514E+18,"Quelqu'un devrait rappeler pls COVID2019 que c'est o Avril, nous avons quitté Mars déjà (ce mois) donc au revoir à couronne",1,0,0,0,0,0,0,0,0,1
1.24514E+18,une fille que je suis allé à hs mettre les photos de sa couronne pour se faire tester sur son bouton-pression um,0,0,0,0,1,1,0,0,0,0
1.24514E+18,Juste en attendant que quelqu'un dire Avril fous virus corona isnt réel lol,0,0,0,1,0,0,0,0,0,1
1.24514E+18,Yall den me foiré si mal que je pensais dire coronavirus une seconde ...,0,0,0,1,1,0,0,0,0,1
1.24514E+18,ma mère m'a envoyé chaque message anglais à propos de Corona par messagerie FB ... shes maintenant commencé avec l'espagnol,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Imaginez se réveiller et entendre coronavirus a été un coup de relations publiques pour une nouvelle série Netflix sur un virus, Avril Fools",1,0,0,0,0,0,0,0,0,1
1.24514E+18,Faire mon budget et le paiement des factures est la seule chose qui me garder sain d'esprit en ce moment. Je ne plaisante pas. Covid19,1,0,0,0,1,0,0,0,0,1
1.24514E+18,"Bien pour vous. On n'a pas vu le pire de couronne, donc je vais rester encore. Je pense que je pourrais livrer des pizzas à terme.",1,0,0,0,0,0,0,0,0,1
1.24514E+18,hahahah je suppose que c'est ce qui se passe quand u ne manquez pas une séance d'information coronavirus maison blanche ... séjour en toute sécurité,0,0,1,0,0,0,0,0,0,1
1.24514E+18,Réinfection en raison de nouvelles variantes de en peu de temps est explication la plus plausible de danger par Covid19 coronavirus,0,0,0,0,1,0,0,1,0,0
1.24514E+18,Les gens brillent vraiment pendant toute cette chose Covid_19. Les bons humains d'emploi!,1,1,0,0,0,0,0,0,0,0
1.24514E+18,Je suis tellement excité de voir ce genre de merde april fools tempête + coronavirus apporte,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Est-ce que l'appel de président coronavirus un canular avant ou après le procès de mise en accusation terminée?,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Donc, cette arrêt cardiaque doit être compté dans le total de la mort COVID19, je suis sûr.",0,0,0,0,0,0,0,1,1,1
1.24514E+18,"Maintenant, les écoles de l'Ontario ne seront pas en ouvert jusqu'au mois de mai en raison du coronavirus qui pourrait d'après-Pone l'année scolaire 2019-2020 à Juillet ou Août.",0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Découvert mon cousin est diplômé aujourd'hui école de médecine et d'aller sur la ligne de front de couronne, puis-je obtenir un F sur la TL",0,0,0,0,0,0,0,0,0,1
1.24514E+18,wow puta bilko et escroquerie sam maintenant à sa 13e victime CORONAVIRUS KA GHORL ???,0,0,0,0,1,0,0,0,0,1
1.24514E+18,Mais theres une religion qui sait comment utiliser COVID19 comme arme pour leur sinistre Jihad. CoronaJihad COVIDIOT,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Imaginez si le juge devait se isoler pour 14+ jours en raison de symptômes de covid19 - finirait par revenir à un carré,0,0,0,0,0,0,0,0,0,1
1.24514E+18,moïse dit dior sacs de selle sont laids alors il doit avoir coronavirus bc aucun goût est un symptôme,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Mon meilleur ami a juste dit la même chose. Lmao dois remercier coronavirus * cardi voix b *,0,0,0,0,0,0,0,0,0,1
1.24514E+18,si je reçois couronne den i get couronne .. à la fin de la journée sa ne va pas me empêcher de faire la fête,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Allah ap ko BHI SAFA ata Fermain. Ameen. Être fort. IA Allah donnera prompt et complet rétablissement. coronavirus,0,0,1,0,0,0,0,0,0,0
1.24514E+18,"voisins, si vous pouvez me entendre tousser, c'est parce que mon eau est descendu le mauvais trou et pas parce que je couronne",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Perdu mon emploi à covid19. Coeur brisé serait un euphémisme. Souhaitant cela finirait bientôt.,0,0,0,0,0,1,0,0,0,0
1.24514E+18,la raison coronavirus se répand est si vite parce que sa tente de surpasser idpol comme 1 peste qui ravage actuellement le monde,0,0,0,0,1,0,0,0,0,1
1.24514E+18,"le monde est infesté de coronavirus, peut supprimer ainsi il",0,0,0,1,0,1,0,0,0,1
1.24514E+18,selenators tweeting ce nouveau ... couronne fin cative assez rapide,0,0,0,1,0,1,1,0,0,0
1.24514E+18,Un verre de vin conserve la couronne en ese loin Departamento estamos ensemble,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Prédiction: prochaine mise à jour du coronavirus de Downing street sera Bollocks absolue.,0,0,0,0,0,0,0,0,1,1
1.24514E+18,"une femme qui était tout à fait en bonne santé est mort dans la couronne du virus si Harrys là, il vaut mieux rester à l'intérieur Putain je Stg c'est terrifiant",0,0,0,0,1,0,0,0,0,0
1.24514E+18,Ses coronavirus. Tous les cas sont graves. L'un est déjà mort du virus.,0,0,0,0,1,1,0,0,0,0
1.24514E+18,"LOL quelqu'un voit CNN évaluations pour coronavirus Town Hall de Joe Biden vendredi dernier à 20 heures. Moins de 2,4 millions. Heureusement pour Biden fait.",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Réinfection en raison de nouvelles variantes de en peu de temps est explication la plus plausible de danger par Covid19 coronavirus,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Juste une fois que je veux entendre le Président mettre fin à un groupe de travail Corona conférence de presse avec «Vous ne pouvez pas toujours obtenir ce que vous voulez.,0,0,0,1,0,0,1,0,0,1
1.24514E+18,Il était doit voir la télévision pendant un certain temps jusqu'à ce que les suspects habituels ont repris. COVID-19 [FEMININE,0,0,0,0,0,1,1,0,0,0
1.24514E+18,Comme 911 nous a changé pour toujours si COVID19 va nous comprenons maintenant que nous avons seulement tellement le contrôle ...,1,0,0,1,0,0,0,0,0,0
1.24514E+18,Si cette fin ne marche pas avant l'été ima doivent gérer moi-même merde! LeoSeasonIsComing COVID19 Summer2020,0,0,0,0,0,1,1,0,0,1
1.24514E+18,Demain est Avril Fools Day ne peux pas attendre que le gouvernement d'annoncer que coronavirus était une blague !!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Notre président est wack Donald Trump. Il nous a échoué à chaque étape du chemin à travers la crise Covid_19. Chump! Merci pour rien!,0,0,0,0,0,0,1,0,0,0
1.24514E+18,et encore moins tous les règlements Coronavirus en cours avec les entreprises essentielles personnes utilisent votre CERVEAUX,1,0,0,0,0,0,1,0,0,0
1.24514E+18,"Strewth - États-Unis affichons des cas coronavirus de 23559 en une seule journée. Choc, mais au moins est enregistré avec précision.",0,0,0,0,1,0,0,0,0,0
1.24514E+18,Génial! Tuer des bébés! Il suffit de les amalgamer avec le reste de la mort de virus Corona! Seigneur a donné miséricorde !!,0,0,0,0,0,1,1,0,1,0
1.24514E+18,Fier d'être l'un des rares personnes qui hasnt texto leur ex COVID19 quarantaine lockdown,1,0,0,0,0,0,0,0,0,1
1.24514E+18,"Prendre un écouvillon nasal ne conduit pas un test de coronavirus, James. Il est seulement un tampon nasal. Le test réel se produit dans un laboratoire.",0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Si Hillary Clinton était président, nous avons tous le coronavirus. 100% globaliste 100% pensionnaires ouvert idiote 100%",0,0,0,1,0,0,0,0,0,1
1.24514E+18,"Poisson d'avril. Souhaite l'épidémie de coronavirus étaient une grande farce, mais",1,0,0,1,0,1,0,0,0,1
1.24514E+18,Si vous songez à faire une blague coronavirus pour Avril Fools Ne pas être un idiot putain :),0,0,0,0,0,0,1,0,0,1
1.24514E+18,"Crooks, les criminels se détendre avec le crime, attendre jusqu'à ce que le coronavirus est terminée",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Hey Vous n'avez pas besoin d'être positif ou négatif. Vous avez juste besoin d'être honnête ... Trump Covid coronavirus,0,0,0,0,0,0,1,0,0,0
1.24514E+18,LMFAO TUH E CORONAVIRUS chambouler Morals everybody!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Je me sens juste comme couronne wouldnt ici si Michael Jackson était vivant,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Nous avons dû changer mon déploiement en raison de Corona. Essayant de se Somethin à bien dès que possible,1,0,0,1,0,0,0,0,0,0
1.24514E+18,"Le Président dit que personne ne connaissait le coronavirus était si contagieuse ???? Eh bien, les chinois savaient.",0,0,0,0,0,0,1,1,0,1
1.24514E+18,Juste senti un petit tremblement de terre ... avec ce virus corona passe trop Mon inquiétude est maintenant le toit lol,0,0,0,0,1,0,0,0,0,1
1.24514E+18,Faire CORONA FIN NA,1,0,1,0,0,0,0,0,0,1
1.24514E+18,Im donc le contraire d'un hypocondriaque. Ill se coronavirus et être comme son juste un rhume,1,0,0,0,0,0,0,0,0,1
1.24514E+18,Mon père a été sur la ligne de front aider les gens comme infirmière et maintenant il a le virus toutes les blagues corona sont officiellement annulées,0,0,0,0,0,1,0,0,0,0
1.24514E+18,1 nouveaux cas confirmé (s) en Zambie totalisant 36 à cet endroit. Déjà 856900 dans le monde entier. coronavirus covid19 Zambie,0,0,0,0,0,1,0,0,1,0
1.24514E+18,Je pensais que 2020 allait être mauvais cul mais je devais annuler mon mariage et me suis mis à pied. coronavirus,0,0,0,0,0,1,0,0,0,1
1.24514E+18,"AUSSI JE SERAI GÉRER CORONA VIRUS AU NIVEAU STAR ET STAR CODES, PAS SEULEMENT LA PHYSIQUE ... SO SO !! SERAI (STAR VERITE P13)",1,0,0,0,0,1,1,0,0,1
1.24514E+18,Cette quarantaine Covid_19 va amener les gens graisse enceinte,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"apparemment un symptôme coronavirus est d'avoir aucun goût, bonne chance à tous les fans de Youngboy",1,0,1,0,0,0,0,0,0,1
1.24514E+18,Vous os ne peux pas Spur votre sortie du virus corona 45 OhLawdHeComin,0,0,0,0,0,0,1,0,0,1
1.24514E+18,Ne peux pas croire Bono vient de mourir du virus corona. Une autre âme tirée de nous u2 coronavirus anotheronebitesthedust,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Réinfection en raison de nouvelles variantes de en peu de temps est explication la plus plausible de danger par Covid19 coronavirus,0,0,0,0,1,0,0,0,0,0
1.24514E+18,"Portrait d'une dame sur le feu au TIFF Bell Lightbox à Toronto. le lendemain, ils ont fermé en raison de covid19",0,0,0,0,0,1,0,0,0,0
